           1
         312
   1514100600.00000        1486095600.00000        1458418400.00000     
   1430720300.00000        1403615500.00000        1376400000.00000     
   1349937500.00000        1328870300.00000        1307493100.00000     
   1286879000.00000        1266001300.00000        1244816900.00000     
   1224066500.00000        1203353200.00000        1182298500.00000     
   1164219400.00000        1147667600.00000        1130577400.00000     
   1114002500.00000        1097102500.00000        1079122500.00000     
   1062310100.00000        1047426600.00000        1032991900.00000     
   1018449700.00000        1003046000.00000        988237850.000000     
   972636750.000000        958952610.000000        945385470.000000     
   931289810.000000        917265860.000000        902185240.000000     
   889994180.000000        876653360.000000        863355910.000000     
   849569850.000000        836750310.000000        824643070.000000     
   812393030.000000        799862210.000000        787301330.000000     
   776268550.000000        764173740.000000        752644610.000000     
   740791520.000000        730614470.000000        719386980.000000     
   708663850.000000        697858300.000000        688429710.000000     
   677160580.000000        667435840.000000        657615820.000000     
   648815620.000000        638333060.000000        630194210.000000     
   620806920.000000        611708810.000000        602715130.000000     
   594862130.000000        585789290.000000        577886370.000000     
   569831160.000000        561750580.000000        553845060.000000     
   546203810.000000        538503730.000000        530969600.000000     
   524341540.000000        516513850.000000        510314390.000000     
   503060560.000000        496971490.000000        490191030.000000     
   484596550.000000        478064800.000000        472543240.000000     
   467185420.000000        460815550.000000        456405090.000000     
   450581530.000000        445695340.000000        441068250.000000     
   436340590.000000        431710550.000000        426902080.000000     
   423430580.000000        418775780.000000        414938010.000000     
   411370710.000000        406816470.000000        403727830.000000     
   400373690.000000        396523700.000000        393449000.000000     
   390299840.000000        387230860.000000        384290310.000000     
   381032870.000000        378530720.000000        375923140.000000     
   372644560.000000        370426870.000000        368160070.000000     
   365321870.000000        363022710.000000        360806450.000000     
   358411220.000000        356397070.000000        354355180.000000     
   351932570.000000        350016550.000000        348400940.000000     
   346513340.000000        344451910.000000        342835250.000000     
   341128990.000000        339406540.000000        338031520.000000     
   336629990.000000        335036990.000000        333402760.000000     
   332123150.000000        330975170.000000        329680620.000000     
   328531830.000000        327487270.000000        326327500.000000     
   325057300.000000        323978220.000000        323102020.000000     
   322242650.000000        321284950.000000        320457500.000000     
   319634140.000000        318727260.000000        317740010.000000     
   316785360.000000        315880400.000000        314955200.000000     
   314019470.000000        312991180.000000        312040440.000000     
   311008550.000000        309899240.000000        308717560.000000     
   307489440.000000        306301050.000000        305053100.000000     
   303748310.000000        302365970.000000        300124230.000000     
   297969000.000000        295731680.000000        293535030.000000     
   291318900.000000        289084780.000000        286875230.000000     
   284736990.000000        282587800.000000        280427050.000000     
   278253610.000000        276067020.000000        273876010.000000     
   270928370.000000        265523190.000000        260184240.000000     
   254909270.000000        249667530.000000        244514510.000000     
   239426520.000000        234529750.000000        229697380.000000     
   224894210.000000        220113850.000000        215355340.000000     
   210617590.000000        205899040.000000        201198210.000000     
   196625240.000000        192819640.000000        192300970.000000     
   191799030.000000        191316870.000000        190857810.000000     
   190424410.000000        190018030.000000        189639040.000000     
   189276590.000000        188980330.000000        188726410.000000     
   188460580.000000        188184730.000000        187900710.000000     
   187609570.000000        187311190.000000        186988730.000000     
   186667520.000000        190736380.000000        194798460.000000     
   198669370.000000        202356360.000000        205865570.000000     
   209240820.000000        212595000.000000        215783680.000000     
   218811580.000000        221683870.000000        224405910.000000     
   226982410.000000        229385640.000000        231682140.000000     
   233831200.000000        235806620.000000        237615270.000000     
   239263620.000000        240757680.000000        242328010.000000     
   243767290.000000        245080280.000000        246272200.000000     
   247314990.000000        248281930.000000        249145240.000000     
   249911080.000000        250584200.000000        251167240.000000     
   251798120.000000        252412940.000000        252952880.000000     
   253419760.000000        253816270.000000        254127990.000000     
   254394160.000000        254598740.000000        254793580.000000     
   254958790.000000        255056140.000000        255110510.000000     
   255110090.000000        255055640.000000        254948530.000000     
   254809430.000000        254628970.000000        254395940.000000     
   254110230.000000        253771860.000000        253364860.000000     
   252918330.000000        252417160.000000        251861480.000000     
   251251130.000000        250549490.000000        249811710.000000     
   249020640.000000        248177020.000000        247275430.000000     
   246269570.000000        245248560.000000        244178890.000000     
   243052590.000000        241842850.000000        240620500.000000     
   239352360.000000        238020360.000000        236628400.000000     
   235198520.000000        233699920.000000        232139960.000000     
   230514300.000000        228810060.000000        227036100.000000     
   225183730.000000        223248860.000000        221220320.000000     
   219114590.000000        216915180.000000        214632760.000000     
   212249470.000000        209790390.000000        207233570.000000     
   204585980.000000        201812370.000000        198903750.000000     
   195784550.000000        192417550.000000        188751740.000000     
   184810920.000000        180616510.000000        176227570.000000     
   171723860.000000        167229000.000000        162824600.000000     
   158562420.000000        154490250.000000        150473760.000000     
   146457480.000000        142340340.000000        138088760.000000     
   133537330.000000        128807720.000000        124108400.000000     
  0.000000000000000E+000   15.0964580000000        30.1933230000000     
   45.2905910000000        60.3882620000000        70.4536020000000     
   85.5519520000000        100.650710000000        115.749870000000     
   130.849420000000        145.949380000000        161.049720000000     
   176.150460000000        186.217830000000        201.319210000000     
   216.420990000000        231.523160000000        246.625720000000     
   261.728680000000        276.832030000000        291.935770000000     
   302.005150000000        317.109550000000        332.214340000000     
   347.319510000000        362.425060000000        377.531000000000     
   392.637320000000        407.744020000000        417.815360000000     
   432.922700000000        448.030420000000        463.138510000000     
   478.246970000000        493.355820000000        508.465020000000     
   523.574600000000        533.647850000000        548.758030000000     
   563.868550000000        578.979440000000        594.090680000000     
   609.202250000000        624.314180000000        634.388990000000     
   649.501510000000        664.614360000000        679.727550000000     
   694.841110000000        709.955020000000        725.069270000000     
   740.183850000000        750.260440000000        765.375610000000     
   780.491110000000        795.606960000000        810.723140000000     
   825.839660000000        840.956520000000        856.073720000000     
   866.152040000000        881.269790000000        896.387860000000     
   911.506270000000        926.625010000000        941.744070000000     
   956.863430000000        966.943190000000        982.063080000000     
   997.183290000000        1012.30380000000        1027.42460000000     
   1042.54570000000        1057.66720000000        1072.78890000000     
   1082.87020000000        1097.99240000000        1113.11490000000     
   1128.23770000000        1143.36080000000        1158.48430000000     
   1173.60800000000        1188.73200000000        1198.81480000000     
   1213.93930000000        1229.06410000000        1244.18920000000     
   1259.31210000000        1274.42750000000        1289.53510000000     
   1299.60230000000        1314.69600000000        1329.78040000000     
   1344.85510000000        1359.91920000000        1374.97240000000     
   1390.01400000000        1405.04350000000        1420.06020000000     
   1430.06410000000        1445.05860000000        1460.03950000000     
   1475.00670000000        1489.96010000000        1504.89990000000     
   1519.82620000000        1534.73970000000        1549.64050000000     
   1564.52920000000        1574.44840000000        1589.31740000000     
   1604.17500000000        1619.02110000000        1633.85590000000     
   1648.67910000000        1663.49050000000        1678.28980000000     
   1693.07700000000        1707.85160000000        1722.61360000000     
   1737.36290000000        1752.09940000000        1766.82330000000     
   1776.63240000000        1791.33570000000        1806.02660000000     
   1820.70480000000        1835.37010000000        1850.02220000000     
   1864.66120000000        1879.28680000000        1893.89890000000     
   1908.49730000000        1923.08170000000        1937.65200000000     
   1952.20810000000        1966.75000000000        1981.27810000000     
   1995.79280000000        2010.29450000000        2024.78380000000     
   2039.26100000000        2053.72670000000        2068.18120000000     
   2082.62460000000        2097.05730000000        2111.47920000000     
   2125.89060000000        2140.29120000000        2154.68120000000     
   2169.06020000000        2183.42800000000        2197.78440000000     
   2212.12910000000        2226.46200000000        2240.78310000000     
   2255.09260000000        2269.39050000000        2283.67690000000     
   2297.95220000000        2312.21650000000        2326.46980000000     
   2340.71200000000        2359.68460000000        2373.90130000000     
   2388.10730000000        2402.30270000000        2416.48750000000     
   2430.66170000000        2444.82530000000        2458.97820000000     
   2473.12050000000        2487.25230000000        2501.37410000000     
   2515.48600000000        2529.58860000000        2543.68220000000     
   2557.76720000000        2576.53430000000        2590.59990000000     
   2604.65730000000        2618.70660000000        2632.74800000000     
   2646.78130000000        2660.80660000000        2674.82370000000     
   2688.83240000000        2702.83250000000        2716.82380000000     
   2735.46450000000        2749.43430000000        2763.39490000000     
   2777.34630000000        2791.28880000000        2805.22260000000     
   2819.14810000000        2833.06530000000        2846.97430000000     
   2865.50690000000        2879.39690000000        2893.27880000000     
   2907.15280000000        2921.01890000000        2934.87740000000     
   2948.72820000000        2962.57140000000        2981.01700000000     
   2994.84230000000        3008.66000000000        3022.47010000000     
   3036.27260000000        3050.06770000000        3063.85570000000     
   3082.22930000000        3096.00200000000        3109.76850000000     
   3123.52890000000        3137.28330000000        3151.03170000000     
   3164.77420000000        3183.08800000000        3196.81620000000     
   3210.53790000000        3224.25320000000        3237.96160000000     
   3251.66300000000        3269.92060000000        3283.60540000000     
   3297.28300000000        3310.95370000000        3324.61770000000     
   3342.82640000000        3356.47590000000        3370.11940000000     
   3383.75710000000        3397.38890000000        3411.01500000000     
   3429.17380000000        3442.78600000000        3456.39230000000     
   3469.99270000000        3483.58750000000        3501.70510000000     
   3515.28680000000        3528.86300000000        3542.43380000000     
   3555.99940000000        3574.07900000000        3587.63310000000     
   3601.18270000000        3614.72790000000        3628.26920000000     
   3646.31830000000        3659.85100000000        3673.38010000000     
   3686.90570000000        3700.42770000000        3718.45090000000     
   3731.96360000000        3745.47200000000        3758.97590000000     
   3772.47510000000        3790.46620000000        3803.95360000000     
   3817.43580000000        3830.91290000000        3844.38500000000     
   3862.34030000000        3875.80150000000        3889.25840000000     
   3902.71130000000        3920.64250000000        3934.08630000000     
   3947.52640000000        3960.96240000000        3978.87100000000     
   3992.29770000000        4005.72030000000        4019.13870000000     
   4032.55300000000        4050.43230000000        4063.83700000000     
   4077.23780000000        4090.63480000000        4108.49220000000     
   4121.88120000000        4135.26700000000        4148.65010000000     
   4166.49050000000        4179.86850000000        4193.24480000000     
   4206.61970000000        4224.45070000000        4237.82240000000     
   4251.19250000000        4264.56100000000        4282.38240000000     
   4295.74570000000        4309.10600000000        4322.46310000000     
   4340.26700000000        4353.61560000000        4366.96030000000     
   4380.30120000000        4398.08320000000        4411.41570000000     
   4424.74500000000        4438.07150000000        4455.83610000000     
   4469.15660000000        4482.47470000000        4495.79030000000     
